Body,Sentiment
Too many errors with the app. You guys need better developers .,negative
"This app is a big fail. Over half the time I try to log in, it says wrong password. i have even tried changing my password and get the same message. The app was good until the last update. Now it is a total fail.",negative
It takes to long to load and sometimes u can't get page to scroll or show the info u ask for most of the time. Plz fix it ty.,negative
Don't see the sense of this app because it launches a browser to view account details,negative
it sucks unable to access my account therefore unable to pay my bill,negative
I have been trying to look at my specific usage for two weeks and get nothing. It works sometimes. Other times not at all. All I get is that mobile data is being used. No specific numbers are listed so I can't see who is calling or texting us. I hate when things don't work all the time.You would think ATT would supply a better app. They have no problem taking my money when I pay my bill through the app. Get this thing working right!,negative
"Crashes quite often in the middle of payment process. Been doing it for about 4 months now, prior to that it would have received 5 stars.",negative
"I don't know what's going on. tonight I signed on to AT&T app, but I can't log in to purchase a ticket for the companion movie for tomorrow. The system won't let me go any further. it states that I'm not eligible. I don't know why I can't go any further than the screen where the list of movies are that's it. 🤔",negative
its the worst site cannot talk to person.,negative
"crappy, cheated, taken advantage of!! All I want to do Is cancel a smart iPhone watch which I accidently purchased when trying to edit Samsung settings please help me. I didn't even enter credit card or banking information and it says my watch will be here July 12. There should b better protection for purchases. especially when u dont have to submit information. I feel like I was robbed and I don't even have a iphone lol please help me cancel the order please",negative
I haven't been able to pay my bill through the app in 2 months.,negative
sucks,negative
AT@T refuses to investigate and reconcile discreptences re billing my account. AT@T has given me at least three different amounts and by their own words threatened to shut off uverse and internet. I have recorded every call and posess every written bill. I'd be stupid to pay without a clear explanation. The ball is now in AT@T's court.,negative
Likeness to shoveling sand from one place to another for all its useful reasons.,positive
I cant ever sign on to my account using this app,negative
It has crashed multiple times just today and it's full of ads I dont want to see. All around terrible application.,negative
"Although it has improved marginally, it is ridiculous that a mobile technology company cannoy build and maintain a quality app. It can be confusing to navigate, load times are embarrassingly slow, and at random times I seem to get dropped into a poorly skinned web site.",negative
Att is a garbage company.,negative
I can never sign in. I have direct tv my husband has our phones set up with att. my att app confuses our 2 accounts. I have tried resetting id and password. cannot access. if you're combined att and direct tv customer likn our accounts!,negative
"for a technology company, their app really sucks. it wives, will not let you log in at times, just inferior",negative
8th,positive
Slow to the point of crashing and rebooting.,negative
Slow!!!!,negative
terrible service and have to reset my phone daily to even use it. dropped calls are daily. do not buy this garbage go straight talk. I have a daily battle getting service and 90% of customer service people are foreign and cant fix an issue. Save your money. go elsewhere. If I could rate these jokers any lower I would. they are the worst. get you in a contract and extort you and dont fix problems. they also sell your info so be prepared for at least 10 spam calls daily.,negative
the worst ever.,negative
I can't get into the app to pay my bill. Probably gonna pay off my account and go with another phone company,negative
confusing for the tv service and the cell phone,negative
it meh,negative
hoinjo,negative
can't login this app sucks,negative
trying to get my internet to update & this isn't helping. Need help in updating my business internet!,negative
this app totally sucks. i will never be a customer for at&t or direct tv ever again. this whole company is user unfriendly. never again period. very unhappy past customer!!,negative
i only need the app to pay the acct all this extra is as stupid as can be,negative
You say all is fixed but my tv still tells me that I am not connected to the internet and nothing will stream because it insists I am not connected to the internet.,negative
barely works and runs very slowly,negative
Not very functional outside of just looking up your account,negative
hard to get help n find thing I need,positive
app is glitchy and annoying.,negative
"keeps going in a loop, won't allow access to info.",negative
.b.on.mpl,positive
in,negative
this app is horrible. I have to change my password every time I try to log in. They should have never have changed it.,negative
terrible service and have to reset my phone daily to even use it. dropped calls are daily.,negative
doesn't work at all,negative
issues with using the app after I reset my password.,negative
when itry going to the billing part it stalls to long and therm kidder quits and the Paige remains white,negative
"The app is okay, but our service has been going down hill the past several months. More and more poor phone call connections, no data connections and dropped data connections! We are about ready to seek out another provider!",negative
"Extremely slow, logs customer out constantly, which takes forever to pay your bill.",negative
kind of a bad experience,negative
Single worst app I have ever been forced to use. ATT has permanently lost my business due to their total lack of customer service. See you all at the Verizon store.,negative
Half the time I can't see my text message usage on the app. I can see the data usage and the calls but not the text.,negative
"Does not allow me to log in, despite numerous calls to AT&T Support, and resetting my password many times. An absolute snapshot of the continuing failure of AT&T Customer Support. F A I L ! CONTINUES TO BE THE ABSOLUTE WORST CUSTOMER SERVICE EVER.",negative
"incredibly slow app, especially on their own network.",negative
"Buggy. The app constantly freezes in different menus. Does not show complete and updated channels for Directv despite inputting info as directed. Unable to download channel guides. Since I am unable to navigate back or to navigate elsewhere once the app freezes, I am forced to simply swipe out of the app completely",negative
"not sure why, but app is messed up. changed pswd, got code text to confirm, power cycle phone, tried again, no go.",negative
I TRIED TO PAY MY BILL AND IT DID NOT GIVE ME MY NEW ACCOUNT INFO--JUST SAID MY OLD ACCT WAS CLOSED. HOW DO I PAY ON THE APP / ADD NEW ACCT INFO? FRUSTRATED,negative
"sucks, sucks, sucks. their two layer login (they're supposed to send a text with a code to verify your identity) doesn't send the text. ever. tried to call customer service, my pin doesn't match what's on file. BS. sucks.",negative
Hasnt worked for 2 months.,negative
"only works if you don't already have a direct TV account. Every time I try to sign in using my email I get an error saying ""you're attempting to sign in using a direct tv login, we're not ready for that."" Mucho annoying! Plus customer svc reps have no clue what I'm talking about when trying to fix the issue. Needless to say, I had to create a new email account special, just for AT&T.",negative
my life was so great.Intill att got in it yhey have made my life a mess they turned my phone to att and its been horrable they will not help me fix anything they say (please hold you have the wrong dept.)i hate att,negative
Big Time (SUCKS),negative
It has been crashing lately and doesn't have accurate my information.,negative
"I have had this service for over 2 years now and I still can't link my bills, or use it for anything really. It takes forever for anything to load and its just generally more effort to do anything the app supposedly let's you do.",negative
App never works right. trash!!@,negative
terrable,negative
app is impossible to sign on keeps telling me i can not sing on with current id and password i change and same thing all over agsin,negative
this is absolutely terrible. everytime I try to get on the site I have to change my password. it is very difficult to get on even to pay my bill. I called them and was told that my phone is not registered to me but it is. absolutely horrible.,negative
"The app crashes constantly, and it doesnt actually show the details of any overage charges associated with my account.",negative
this whole system stinks. kgib,negative
una porqueria!!!,negative
so frustrated trying to log on,negative
"I selected the save my password and every time I try to use the app I have to enter my password, sounds like a minor problem but until you walk in my shoes don't judge",negative
This app is horrible to say the least. It is under constant construction and still doesn't fix any ongoing issues. If I could give it negative stars I would. absolutely horrible and at&t does nothing to help resolve the problem either.,negative
"probably one of the slowest apps I have ever used. not only is it slow, but almost every reason you would use the app for is confusing. the only thing that works is checking your bill. good luck troubleshooting, it just told me to replace my gateway for the second time after I just had it replaced. in reality, it's not much worse than talking on the phone only it takes an hour to load regardless of internet speed.",negative
att garbage no service,negative
Maybe just me but I just spent an hour trying to get this app to work properly. It keeps asking for my password even though I have the fingerprint access set up. The page I keep being sent to is confusing because you don't know why it's not going to the pay bill page. It was frustrating and they need to make the app better.,negative
completely useless,negative
GARBAGE app GARBAGE app,negative
anytime i try signing in it always says error please try again later cant even use this app smh,negative
"I use to like this app and have used it for many years. But as of 2weeks ago it really doesn't even work. i will not allow any logins. You must use the Website. That sucks! When you ask for support, you are also directed to the website. does anyone know what they are doing there!",negative
this company is trash,negative
"A bit confusing. Too many places to make selections, tabs, hamburger menu, bell menu",positive
dysfunctional,negative
logging in is a pain in the butt. you can never log in to the app the first time. everything is up to date but even with a good wifi connection it is very difficult to log in to make a payment on your bill.,negative
It forgot m password and username and now i can't log on to pay credit to myAT&T account. I also have opted to save my password but then it doesn't save it.,negative
the app wont allow me to login when the credentials I typed in are the same as on the webpage which did work.,negative
sometimes the app doesn't work when data is low,negative
Not good. The app is not synching with the program input requirements. App not syncing with data input,negative
"app updated this week, can't login. its either the app, or the service I have been complaining about at my home that is never getting fixed",negative
screen still freezes,negative
it was ok,positive
your app sucks thinking about getting a different service provider,negative
slow,negative
Doesn't work,negative
keeps kicking me out,negative
"Doesn't open. First, it says it is logging in with fingerprint, but still asks for userid and password. Then gets stuck on ""we're almost there!"" Useless.",negative
i used to like this app and was able to pay on line with this app... until you changed things did some updates... now i can't get in. it keeps saying incorrect password... what a pain!,negative
After a password change the app won't work.,negative
"streaming always interrupted, long waits, streaming quite and impossible to get back in making you miss programs",negative
has problems letting me sign in to my account at att you guy's need to fix this problem and like as soon as possible ASAP sign Mr Timothy ETHRIDGE AND thanks very much and have a wonderful Day..,negative
It takes like 40 steps to link all your accounts and go back and then it says you can't do it,negative
"have to reset 4-digit code every month, very frustrated",negative
used to work perfect now i cant even sign in. But can sign in with same info on land computer.,negative
"App is good, but no customer rep number to speakwith someone. His thru other loops on site.",negative
"constantly has teld me and still continues to change password , gives me a temp password and yet still doesnt let me in to change payment cards. 2019....update your app please... has been doing this for so long, i shouldnt have to spend 25mins trying to get in the account to fix payment cards. there how many different ppl saying the same thing before you fix it ....",negative
Very Annoid 😤 the app won't let me log in to my account.....,negative
I can Never access this app when it comes time to pay my bill! Totally useless!!! 👎,negative
loosy,positive
not happy,negative
I'm trying to enter into my acc. and it won't let me in,negative
"2 buttons to ""send confirmation code"". neither work on galaxy s9 (when trying to log in after reinstalling os). same thing goes for website, which looks identical to the app, leading me to believe that the app itself is simply a shortcut to the web page. cant log into my account...so att making it damned hard to pay my bill!!! 😡😡😡",negative
this update says 5.55mb download but has an hour wait time as well has exceeded 6.55mb plus has restarted several times. what is going on with this sevice? im really worried that att cannot fix this hack problem with my phone? please help. my personal info my phone and as well my bank info has been hacked somehow. i need this problem fixed. ive never had these type of problems until i switched over to att. please help.,negative
worst app I've ever used,negative
customer service is never available!,negative
app has always had problems allowing me to log in to pay my bill. If I could get another phone service I would.,negative
A poorly made app. It takes forever to load if it even loads. Can't comment on the functionality too much because I rarely get to experience it.,negative
terrible. att is all confused. nothing works right. only cable. do not get phone or internet and support are incoherent in reality.,negative
I am extremely dissatisfied with AT&T as it relates to the partnership with DirecTV after being a loyal customer for 2 years my bill jumped from $150 to $270 with no warning I called AT&T they talk to me like I was an idiot I will most liklely never subscribe to DirecTV again,negative
I have been getting a system error for months that does not allow me to pay online. it is very frustrating,negative
Can't log in. AT&T tech support couldnt even help. Gives me error message [902] telling me try try again later. Useless.,negative
constantly the texting log is blank!!! the call log is not updating!!!,negative
hard to use,negative
AT&T es muy mala son unos mentirosos llame para agregar una linia nueva y me dijeron que el teléfono era gratis señores eso es mentiraa después que pague los taxes que fueron $31.50 ahora me salen conque el costo del teléfono que es un iphone 6s es de $449.99 y ellos me sacarán de mi cuenta $15.00 esta linia la solicite el sábado 06/29/2019 e llamado varias veces y todo es una mentira te engañan y nadie te dice hoy deje de trabajar para recibir mi tel y ahora dicen que hasta el día 5o9 mentiros,negative
mala mala,negative
"c'mon at&t, I can't even log in. Just says it is loading then times out. useless!",negative
"it would probably be great if I could log in, but it seems that no one else can either!",negative
"Terrible app. Terrible service from AT&T. They keep flip flopping user names and emails, so it takes 10 tries to login in. Even the At&t store could figure out the right combination of what the app wanted.",negative
slowly,negative
horrible!,negative
all I want is to see how much I pay every month and I have not been able see that any where and I've tried every thing. I used to get a statement showing the amount I paid and on what date. how come that doesnt happen any more. this is extremely frustrating when you complicate things and keep making STUPID updates. just allow me to get into MY at&t account every month so I can see what you people are doing with my money where it's going when it's taken out of my account. SIMPLE!!!!!!,negative
saj,positive
this app sucks..it bounces me back and forth between att and direct TV and will not show many any info. Keeps asking for password over and over. Huge waste of time.,negative
"ever since this app upgraded, it will not download at all. It used to be so easy to pay my bill through the app, but lately, it doesn't work. It won't download my information. It just sits and thinks.....for days.",negative
have to login to many times retired ATT employee. One reason I retired. New ATT us horrible.,negative
"it doesn't work for me, it keeps saying my password is incorrect. They need to update this app for it to work correctly.",negative
"Very slow updating my info. My last phone call update was 6:07pm yesterday. Its now 9:15pm the next day. Now im 2.5 days behind. When this is corrected, I'll add more stars! Please, be as quick with my call log as you are issuing the bills!",negative
Right now I cannot find the status of my phones regarding upgrade eligibility. I know ther capability is available online but not through this app. It keeps asking me to log in and then it brings me back to the same screen.,negative
can't get in .it keeps saying wrong password or email.,negative
Worst app ever!,negative
its a waist of time..never works right .,negative
this apo sucks balls ive nevwr been able to use it properly. AT&T sucks as usual,negative
it freezes a lot considering it is an app for a communications conglomerate. it is actually very easy to use with easy access when it does work the way it's supposed to.,positive
"As of currently best app for wireless accounts, as have no access to DirecTV accounts.",negative
very slow and to many verification questions.,negative
"As some have noted, entering in your correct information gives you an error. This was my case, uninstalled the app.",negative
"It is useless, doesn't let me log in and refers me to digits life because this app is not supported then I can't log in to either",negative
App worked but has wrong info for billing cycle.,negative
Until this week I would have given it a four star rating. Yesterday it bumped me off my log in and now it won't accept the new password. I reset it twice. Help Att. I can't make my payment now using my app. I can't pay in store either. So now to the PC that you never recognize. Then I will have to call you again. Fix the dang app.,negative
Always says it doesn't have records of my email or phone number. Nor does it recognize my ATT account number.,negative
to much trouble just to pay the bill,negative
sucks,negative
cant get what I want,positive
can't get rid of app i don't want or use.,negative
not good,negative
"Horrible! You have to reset your password everytime you want to sign in, even when you enter the correct password!",negative
Slow to update billing information status regardless of connection speed.,negative
The app will not load. What else can be said.,negative
stupid it should verify account automatically,negative
can not get into my account,negative
"you never get to your acct. my acct. is never reset.. whats wrong AT&T,,",negative
"Really? Have you ever met a person in the workplace who does an ""OK"" job and meets all of the job requirements...and that's where it ends? That guy who won't lift a finger or do anything more than the the bare minimum requirements? Yep, that's this AT&T mobile app. You're able to make a payment and check a few essential things on your account but God Forbid you want to dig a little deeper or expand your knowledge of this overpriced account. FORGET IT! Nothing more, nothing! Welcome to AT&T.😉.",negative
What happened to the AT&T app? . For months now can't access my account at all. Have to call the 611 number but I loved the app better. please fix,negative
"Poor. this unit (Motorola) is a total glitchy joke. Freezes whenever IT decides to. Does downloading so slowly you can take a nap, and that it the best I can say! Zzzzzzzzzz...",negative
my account will not show me actual totals for all 3 accounts. I have switched to at&t over 5 months ago and it still says my first bill isnt ready.,negative
Doesn't work most of the time. Better experience using the web browser.,negative
horrible I tried to use the ticket Tuesday it keept saying the promotion wasnt valid when it was Tuesday!,negative
takes forever to load and very hard to navigate,negative
won't download,negative
"site don't work. Constantly asking to wait while retrieving account info, but never arrived. After four attempts I concluded what to expect from ATT.. There system and service is useless.",negative
sucks,negative
Lag!,negative
So tired of getting invalid password or user id when I've been using just been using them! I change my password and use the new password then try to log in the next time and its wrong yet again...GET IT FIXED AT&T!!!!!,negative
muy mala la señal del internet y tengo mas de una hora queriendo ver mi factura o nada que puedo solo me pone la factura anterior 😒😒😒😒,negative
"can't speak to a person, can't setup my printer. late for my appointment. been trying to correct for 2 1/2 hrs. they take money out of acct every month but doesnt recognize my phone number",negative
att sucks,negative
Text confirmation screen doesn't work.,negative
"tried to create an account, lock my account now i cant get to it .",negative
"this app is bad it's slow sends you back to sign in if thou hit the back button, and does not allow you to speak to anyone I hate att",negative
Sucks!!! Not user friendly at all,negative
I loved this app but now the past two months want let you log in.,negative
not able to get to DirecTV to pay my bill,negative
terrible. my pages stop loading on search on the inter net but ppickup aredirect. i didnt know you can turn permissions on/off in in chrome. its like im always battling something thats hiding stuff so i cant viewcertain things. my account consttantly says im sharing devices. harrassment in public is terrible for me. they change csc. i dont even have att service they changed it. i hate google and its abusive services.,negative
always having login issues after this last app update,negative
"Keeps saying my pin is incorrect even though I've reset it twice. Please fix so I don't have to keep resetting the password, thank you.",negative
very slow. takes forever to get info to come up and most of the time it ends up saying bad request..,negative
It keeps saying system error when I'm logging in. It been going like this for a while.I have uninstall and install back the application and it keeps giving me the error message. Smh..😣,negative
It never wants to work. it sucks,negative
I went to pay my past due amt on my bill and it paid the whole thing which is not what I wanted to do,negative
all i get is the runaround,negative
"Services Like Streaming I dont want and A second Line That Shouldn't be on my At&T Pre- Payed Account I Bought and Setup At Best Buy In Parma ,Ohio on Brookpark Road with A Male Black Homosexual Customer Service Representative. I am Having Alot Of Interference with my Cellphone and Account And Email Delivery to my Cellphone and Cellphone Number. I do not Like My Service and I really don't like the Customer Service Representative and Plus Im Veing Stoked by the Customer Service Representative",negative
useless,negative
"For being a communications company, this app is very disappointing. Freezes, crashes repeatedly,",negative
The app constantly freezes.,negative
very difficult to change from AT&T account to direct tv account also changing packages is impossible unless you call customer service. If you can understand the representative you might get the plan you want. Good luck,negative
Awful...can not open emails,negative
password never works. have to change each time I try to pay my wireless bill every month!,negative
horrible never let you log in always a system errors,negative
Most times the app never loads.,negative
Quite disappointed! Very FIRST TIME trying to log-in and I get some malfunction error notice and told to try again later! BAH!!!,negative
i cant even get into it,negative
"Ever since I switched to Firstnet I cannot access my own profile on the app. They ask to send a security code to the phone numbers on the account. However, my phone number is not on the amount because it's Firstnet. So stupid. Fix this problem please. Id like to access my account.",negative
app doesn't keep passwords,negative
kms F,negative
This app is incredible slow and lags every time i use it. It's incredibly frustrating trying to pay a bill and it takes 4-5 minutes to load.,negative
difficult to gain access to. dumb app.,negative
"fyi AT&T screwed me over today. i've had issues using visual voicemail feature since originally getting my AT&T account. I've tried iphone & samsung, visual voicemail still doesnt perform well. today the chat agent completely wiped my voicemails WITHOUT my knowledge or consent. the chat agent also would not respond. AT&T claims they cannot retrieve all my voicemails that they deleted! i was told that an unlocked device may not work with basic plan features. wish i knew that from day 1.",negative
cant pay my bill.,negative
doesn't let others pay their bill if there is a credit,negative
it says i can go to any AT%T near me but that a lie to get a free sim card sayin it a At&t store same at any retail store but its false advertisement they should get random company and just keep cooperate stores only mannager at Galleria mall didnt want to help me and this second time they are rude and need more corporate office should shut down the stores isnt cooprate given them a bad name,negative
No internet connectivity whenever logging in though I tried both Wi-Fi and 4G,negative
cant open,negative
"4a,. a50,9 AM b",positive
need more time to see what happens when things update and how much is taken away from original features in each app.,negative
it doesn't work,negative
"Won't let me sign on at all, just keeps timing out. Works fine on my sister's phone, though, so I know its not down.",negative
never works,negative
all this will let me do is go into my direct tv. I don't have direct tv. I can't see my account. I called to get this fixed and I still can't use it.,negative
freezes and restart when click to check billing,negative
horrible,negative
"hate it, now I can't find where to pay my cell phone bill...i don't know why u have to change thing all the time...",negative
have no service so the app and phone service are no good plus way too expensive for no service,negative
I was charged twice & I don't appreciate it.,negative
"I rarely leave reviews. This app deserves attention though. I am continually frustrated everytime I use it. When I choose an option on a screen, the screen flips the selection and then back most of the time resulting in pressing an option I didn't want. It is SLOW too.",negative
horrible,negative
"Not able to create an account still, after months of trying and multiple calls to AT&T.",negative
I have spent 30 trying to add international calling. Also draining my battery. Not successful then I had to update app. Not happy.,negative
ever since the update I cannot log on,negative
"Can never get app to allow me to pay my bill...I've updated app. It continues to say system is down, try again later. It has said that for the past several months! UGH!!",negative
Can sign in to my account using the app. Login times out,negative
boots u off the important stuff u need if u accidentally click wrong thing n u have start all over if u can find it,positive
I'm so sorry. I texted my Dad a code to trac his phone. But soonly realized I don't want that whole ideology to exist. Ever. so help me god.,negative
Too slow.,negative
slow and makes me frustrated.,negative
Would give 0 stars if I could this app sucks big time.,negative
Cannot log on. Keeps telling me bad password. I have the same 4 digit pin since forever,negative
Glitches and crashes more often than it actually works!,negative
its very slow. the info is very confusing and the AI chat isn't much help.,negative
"horrible! can't access a damn thing without calling customer service, I'd rather go back to Verizon!!! at least I would get service & no run arounds when trading up for a new phone, now I am out $425! AT&T doesn't want to do a damn thing to help, if they care about the customer, like they say, they would take this phone & give me back my money like they originally said!!! Hope this helps cuz I could go on but I will just leave it where it's at!",negative
"First of all, this app sucks. It says I can use my 4 digit code as a way to long in but I am never able to. Second, because of this I have to reset my password to even long in AND once I do that it later says my password is incorrect even though I JUST reset it. Then later today NONE of the employees could fix my MMS service or APN. The only so called solution they gave me was to use FACEBOOK MESSENGER instead of texting! That doesn't even make sense!",negative
TRYING TO PAY MY BILL ONLINE EACH MONTH IS A ROYAL PAIN.  EVEN TRYING TO PAY ONLINE BY PHONE IS NEARLY IMPOSSIBLE.  SOMETIMES I THINK THE RECORDING IS MENTALLY CHALLENGED.  HA.  I JUST WANT TO PAY MY BILL WITHOUT ALL THE GLITCHES.,negative
not able view anything on my account.,negative
need to make it easier to find a device and cut the data off to kids on your plan,negative
App broken when phone language is set to Japanese - returns RESCOM0111 when trying to load account info. Works fine when phone language set to English. Please fix!,negative
its not seamless or easy going between two accounts,positive
pain in the ass put in your information then it will say can't find it or does not match,negative
This app gives me problems every single time i try to use it. Its garbage,negative
slow,negative
"App will not let me log on. Says my user id and password are incorrect, even though I'm using the one we set up the app with in the att store. I read so many negative reviews of att, I still can't believe I switched from Verizon. ATT promised free HBO since I also have DirecTV, but that hasn't happened. You SUCK AT&T!!",negative
only 1 star because I cant give 0 stars. app wont access my account. wont let me do any transfers.,negative
this app is difficult to use and find relevant I formation,positive
This app is terrible. it keeps forgetting my password.,negative
Worst app ever,negative
79 inches 7mj 89 it IBM 9o 7mju says ok the other k it the i9 in bbn. s re ofIU677 uh⁷⁶66u uuu ury yuh uuuuu676u⁷U,negative
no good at all. confusing .,negative
Cant register or sign in. I Gavel you my I'd address and password so many times I could forget the hole thing.,negative
Very confusing and not easy to use,negative
It works when it wants to!!,negative
"Doesn't accept login half the time, locks up a lot.",negative
"AT&T,..for over 2 weeks now I cannot login and check my account, view my bill, pay or anything else. Your app and your website time out every single after authentication. I have tried your updated app, you website using Chrome, Firefox and Safari on MacOSX 10.24.x and Windows10. same problems 24x7. Called in several times and have reported it in detail with no luck. Your app via phone and website from laptop have been consistently slow and poorly designed, now they don't work at all!!!",negative
I can never log on! I alwaysget an error and to check back later. I've contacted customer service they can't help I've been in the store and they see the problem and can't help. i can't even use my user id as email cause apparently someone else is using it and i had to create a new email to even log on and i still can't log on. it says user id doesn't work or password is wrong. Customer service at the store have seen me struggle getting online and still unsure! it's awful no answers or help yet,negative
The version prior to this update worked well. This version always gives an error of some sort when you open it up and you need to sign in again. I think it also runs slower. This version is definitely not user friendly.,negative
"i added Direct TV to my account. I now can't acces my mobile device account to make payments, etc.",negative
I want these downloads to stop.,positive
"it was a good app but in the last week, it won't accept my password, it won't go anywhere I want. All I get is a foreigner who can speak unintelligible English and has no idea what I need. I finally got my password to work, only to find a website that is VERY hard to navigate. AT&T has, evidently decided to change the website AGAIN and once again made it almost impossible to do ANYTHING. I don't like speaking to someone in another country who has NO idea what to do and I can't understand.",negative
"Terribly slow when you're out of ""unlimited data."" one star.",negative
att prepaid should have an app,positive
app sucks,negative
"complicated, buggy and hard to find info. verizon was better",negative
"conedy of errors. so first we picked up the two phones ordered onlune directly from thr att store. then the CSR at thw store refused to assist in helping get the phones on and set up. The CSR said we don't di that, we just give you the phones. so thwy went to a 2nd Att and liw n behold the second store activated and set up the phones now we are having problens adding 3 rd line.We cant set up the user id or passwod in the att application. my question is, ""DoeS ATT want new customer or not!? i -",negative
you can Not get loged in at all.,negative
Good luck getting the app to work. It goes from error messages to freezing constantly.,negative
says password and user name doesnt match. I tried to reset password and it was so picky about which password i chose. it finally accepted one. then i tried to log in and it says password doesnt match user name... the one I just did. I retype everything just to be sure and again. then it says try again later... terrible.,negative
can't get in it's continue changing my password. I i could have control over my own pw it would be great.,negative
I have to enter password everytime I open it I will neve up date it again it is really a poor way to have to check out things on AT&T site fix it,negative
constant error messages,negative
SUCKS!!!!!!!!!!!,negative
never works properly! sucks,negative
between AT&T and Samsung rooted apps I'm not sure who owns this $995.00 phone,negative
literally doesn't ever work. waste of time,negative
the website doesnt work,negative
this thing sucks forces you to give all other email addresses,negative
I hate it. it is difficult to sign in. I liked the old app better,negative
it is difficult to use,negative
The app is very slow especially in areas with poor service. They need to simplify the display so it loads every where and doesnt take 30 minutes of trying just to pay the bill.,negative
"worst app ever you cant even use it 90% of the time, it just doesnt work.",negative
sucks all ways says network busy,negative
it just spins and spins. not up to date info,negative
difícil,negative
"Freezes a lot, often fairly slow.",negative
this app clams to be experience some kind of error. this error has be going on for 4 months now. plz fix this system error so i can log in again. thank you,negative
terrible terrible,negative
about as good as deciphering their bills,negative
app super laggy and never works properly,negative
it never works right !!,negative
app is not good always have problems logging in please fix...figure out your app or get rid of it extremely frustrating,negative
"ok now I cant log into my account, i press the screen and nothing, do u not want to get paid? well u may not till u fix this. once again the suppose to be best app on the phone is the worst, again.",negative
it ok lags a lot,positive
I never had a problem using the App. Now it's a nightmare to use. The only time the app wants to work is when they want their money. Consistently updating and making it a bigger pain than it should be.,negative
terrible!,negative
i want to be able to log off.,negative
new update on the app is inefficient and takes way too to do anything. this is a step backwards in functionality. Horrible management of resources that essentially did nothing to improve customer experience.,negative
"Crean una ID de manera autárquica, y cuando se trata de cambiar, aparentemente lo hace la aplicación, se guarda supuestamente, pero si se trata de entrar no funciona; también el pago automático se tarda 2 meses en hacerlo, por lo que no dejan que funcionen ofertas y descuentos ya van 3 veces que hablo y no se corrigen estos planteamientos.",negative
"The Most Pathetic, Lazy and sluggish app ever from a company of this size.",negative
I hate this freaking app and the wifi sucks. wish you wouldn't have updated it now I really can't find what I need.,negative
Absolutely terrible! It never works. Most of the time it just loads and the rest when it kinda works it takes me to the wrong page. I'm never able to do anything with my account. Also i can never get ahold of anyone on the phone or chat to help me. And the website never works either.,negative
buggy,negative
Could not get in,negative
horrible,negative
cant ever get it to work properly! it pulls,negative
dont like tjis system,negative
it's okay,positive
this company is unreliable. worst cell phone company in America.,negative
"keep getting bad request, can't use app to pay bill or do anything anymore.",negative
"This app used to be great for bill paying. Ever since the major update, it is complete trash. It is not only non user friendly, but it is now impossible to even log into the damn app. I'm going to delete it. If I can't find a better way to pay my bill, I might even consider changing service to another carrier!!",negative
do. not like app due to false applications and storage on this phone don't know if it's the app the company or being intercepted by ou yr side publications to whom I may be checking into for phishing spam and/or cookies- Alicia English,negative
"Never works, never remembers passwords and then locks me out.",negative
takes way too long to update,negative
"for no reason my password needed reset and after resetting, there was a problem with the app. and I still cant get in",negative
hard to log into keep getting error message,negative
I don't like the look of my app after the update. I wish the color scheme could have stayed the same,negative
"it's great when it works, but it's always kicking me out and not letting me sign back in. can someone fix this please!",negative
"I have to login how many times to use this app? I use my fingerprint, then it wants my regular password, then it just sits there and times out. why have the fingerprint option if it's useless?",negative
unresponsive like the company,negative
uninthusiastic,positive
Never reported a Frozen screen. And my setting is never to Download or Update without asking.,negative
Stu,positive
This app will not let me pay my bill now I have to go all the way to the AT&T store to pay my bill which I do not have time for. ugh! This app is horrible!! ughhhhhhhh!!!,negative
can not get connected,negative
"Useless just pure useless, password never works, always tells you its wrong and then when you change it, itll tell you that one's wrong too, then wont let you make a payment no matter what you do to prove its really you and your debit card, then when you finally give up on the app and just call att mobility from your phone it gets worse again the automated bimbo wont let you do anything either and when you finally get a human they treat you like its your fault that it wont work, goodbye att",negative
painfully slow,negative
pain in the ass,negative
"slow, slow and slow",negative
it sucks I cant see my account info,negative
Wow loading forever!,negative
"arguably one of the most convoluted and backwards apps ive ever had the displeasure of being forced to use. in place of 0 stars, id like to give this app 5 trashcans. as in, destroy this app and dismember it into 5 different trashcans. then light them on fire.",negative
"trying to register for Year FREE . I WON'T load, error",negative
It takes forever to load the updated information,negative
usless as their website. youd think that a company that is based on technology could make it more user friendly so i dont have to change my password every single time i pay my bill,negative
since I've had the phone I have not been able to log on to it whatsoever I type in my username and my password and it does the whole loading thing and then goes right back to the screen and I know that that's the correct password. I never had this problem with the T-Mobile app,negative
slow and cumbersome,negative
Only useful for limited use. Most of the time I call rather than try to use the app. About the only thing I do is check my balance and pay the bill. I call for everything else. It's not a user friendly app .,negative
Appalling service from bi-lingual monkeys too stupid to bill you on the day you asked them to 3 times in a 3 month period because they don't understand English worth a damn!,negative
"Edited 6/26/19 they made both their website and app a BILLION TIMES WORSE by mandating a text to the phone assigned to the account. What if the phone is dead, broken, lost or left elsewhere? It's absolutely ludicrous that a company this large has no commitment to alternative login abilities. Their customer service is apologetic but ultimately unhelpful. Be very wary prospective customer. You have been warned!",negative
to hard to deal with,negative
I have had nothing but problems with this app!!,negative
prepaid customers not included,negative
"since update months back, can no longer log in. it always says problem finding account try again later",negative
this app is laggy and takes forever for it to load or refresh. several of the options do not work well.,negative
Sight does not open about 75% of the time.,negative
